0.0697926 -0.569502  0.330323  0.571187 -0.730346   1.73789 -0.709847   0.17604
 -0.677817   0.106033   0.698359  0.0274963   -2.16373 -0.0785937  -0.617237    2.56096
-0.156732 -0.956804   -1.7126  0.401649 -0.646691   2.33688 -0.979557   1.01705
 -0.702312   0.192287   0.412726   0.362706   -1.85496    -1.0552 -0.0302495    2.70236
-0.260091 -0.691192   0.97204 0.0629256 -0.501028  -1.69582 -0.456261   3.50151
 0.186241 -0.845387  -3.08059  0.529417   -1.5544  0.453523 -0.133736   2.71048
-0.107601  0.592611 -0.562651  0.137566  -1.15851   2.04865  0.355816   2.03027
-0.387802 -0.419061  -1.68183   0.41269  -1.45364   2.74295 -0.585504   2.63658
 0.977127 -0.840593   2.55302  0.550158   -2.3061  0.162194  0.488977   2.06527
-0.100416  0.553798 -0.124411  0.590991  -2.09207  -1.64568  0.230462   1.70064
 0.690757 -0.809377   2.18071  0.278209   -0.5102   1.27666  -1.57502  -1.29746
 0.724646 -0.315609   1.31612  0.212174  -2.15795  -1.16834  -1.53495 -0.998108
-0.571661 -0.942091    2.9044  0.230444  -1.56823   2.15757  -1.77272   2.83839
0.0126771  0.054209   1.30527  0.488409  -1.11041  0.274641 -0.803606    0.4365
-0.0241741 -0.594779   2.04051  0.202294 -0.590905   3.30455 -0.649725   1.63964
-0.446359 -0.771974   2.79152  0.312691  -1.96899  -1.54596 0.0208125  0.666203
-0.808266  0.160685   1.86375  0.343142  -1.80837   2.79533 -0.825589   2.64211
-0.258731 -0.887441  0.150542  0.653301  -1.44393    2.9964 -0.763322   3.31668
-0.835782 -0.613748  -1.69663  0.591035  -2.28529   1.62697 -0.370852  0.341554
 0.497066 -0.124712   2.24779  0.687938  -1.29806  0.739944 -0.476668   1.43636
-0.887636 -0.48743 -2.52754 0.252515 -2.35848 0.574639 -1.34826 0.709815
0.00509503  0.412087 -0.519856  0.656485  -1.08588   2.47168  0.869016   1.81217
 0.957515  -0.76361  0.152207 0.0734909 -0.647887  -1.82171 -0.315209  0.881976
-0.0895446  -0.262347 -0.0109342   0.662251  -0.406975    3.43477   -0.16095    3.11574
-0.571591 0.315873 -1.46516 0.216674 -2.34698 0.589329 0.543234  1.47175
 -0.690121  -0.596536   0.365559   0.510932 -0.0331091   0.575387  -0.638461    3.48061
 0.129194  0.864716  -2.68525  0.218945 -0.131152   1.34293  0.650279  0.344898
 0.905071  -0.36636 -0.848522  0.550069  -1.90018   3.25165  0.271876  0.813197
 0.166194  0.929723   1.90358  0.474238  -1.53595   1.36375 -0.996669   1.25902
 0.57833  0.70447 -1.19896 0.535804 -1.83757  2.08978 0.411915  2.90548
 0.299341  0.630554  -2.00719  0.413732  -1.57466     3.665  -1.90499 0.0450028
-0.368147 -0.260529  -2.20714  0.407559  -1.84737   2.81346  -1.67002   2.98798
0.623268 0.765147 0.410259  0.15552 -1.38858  2.88376 0.573439 -0.47123
  0.423168  -0.793464   -2.91729 0.00705227  -0.470079    2.43096   0.822648   0.708702
  0.18725 -0.891998  -2.70263  0.684901  -2.48086  -1.50274 -0.839427  0.142897
  -0.11124 -0.0142916    2.88838     0.5101   -1.73018   -1.70026  0.0182235   -1.07445
 0.843766 -0.634873 -0.775019  0.270404  -2.51019  -0.96556  0.124332   2.29204
-0.451983  0.373522   1.65698 0.0652663  -1.40142   1.64179 -0.146403  -1.59168
 0.382345  0.269406  -2.81899  0.513553 -0.761509   0.29071   -1.5642  -1.06066
  0.77666 -0.853975   2.46931   0.15729  -2.32572  0.932422 -0.729259   -1.7288
 0.385671  0.511737 -0.464364  0.506976 -0.192284   -1.4887 -0.386912 -0.798546
 0.527833 -0.496077  -1.28675  0.158027 -0.290471   2.88766  -1.01644   1.32391
-0.0105016 -0.321795  -1.10216  0.140827 -0.695405  0.527855 -0.796431   1.56206
0.0218228 -0.498343   2.20455  0.430031 -0.625916 -0.633845  0.144355  0.617504
   0.9719 -0.832936  -1.95605  0.629666    -2.199   1.86403  -1.56462   3.24854
 0.857781 -0.183232  -2.17631  0.564437  -1.91671  0.547355 -0.669244   2.34617
  0.56098  0.445831   2.93598  0.355397  -2.19867 -0.102685  -1.48675   1.83495
 0.151859  0.977682  -1.28831  0.232551  -2.04642    3.4039  0.563634 -0.774761
-0.928143  0.959302  -2.40374  0.135665  -0.89976 -0.630893  -1.53937   1.35278
 0.277987 -0.450303 -0.606361  0.626122 -0.743462    2.5622  0.185695  0.856697
 0.0494797   0.275759   -3.06749   0.473032 -0.0969904   -1.08278  -0.798141    1.09251
-0.722777  0.304477    2.3621  0.246699  -1.03586   1.80801 -0.154041   1.66075
 0.293115  0.359679   2.11857  0.209165 -0.234623   3.43746  0.870229   1.15138
-0.533503 -0.415795 -0.271016  0.655144  -2.37391  -1.20744 -0.518899   1.53835
  0.530699 -0.0839909   -1.23012   0.502548   -1.02763    1.77779   -1.08086     2.2523
-0.372521 -0.713639  -2.48864  0.633679 -0.497571   1.80478 -0.164931  0.632643
-0.307664 -0.207762   1.63226  0.177066  -1.69116    1.7045  0.611028   1.36562
 0.880985 -0.474147  0.234066 0.0237495  -1.59716   3.57756  0.130691  -1.04938
-0.117064  0.914615   2.41322 0.0339776 -0.998722  -1.07414  0.578277   3.29294
-0.411005  0.799102   2.20491 0.0721634   -1.1374  0.371128  -0.15774   3.17835
  0.611962  -0.357977   -2.08184   0.110745 -0.0801687    3.52871   0.429563    3.16631
-0.524698 -0.428958    2.7917  0.433353  -1.91526   1.41947   0.54111   2.05143
 0.109415  0.335739   1.63171  0.119726 -0.473733   1.18426  -1.58696  -1.28451
-0.0902492  0.913973  -1.77017 0.0143208  -1.65886   2.43739     1.009 -0.953884
-0.798983 -0.797066  -1.04722 0.0482379  -2.42038  -1.46387   1.15658 -0.165621
-0.265762  0.848234   2.77647  0.438911  -1.25363   2.13657 -0.831815  -1.49391
-0.212896 -0.787499  -1.57243  0.146789 -0.886673 0.0689412 -0.895037  -1.26904
-0.374421 0.089379 -2.27951  0.46895 -1.77063 -1.52866 0.756747 0.454049
-0.657051 -0.628406 -0.033894   0.17089  -1.91943  0.731948 -0.156864   1.62693
 -0.202947 0.00679593   -1.44125    0.63483   -2.01981       1.53    1.20828    1.56052
 0.446848 -0.507984   2.10719  0.265649  -1.04325  -1.01558 -0.345448   3.19262
 0.412963   0.27731  0.592121 0.0211611 -0.763304  0.577088 -0.490157   2.99997
